Title,Company,Location,Link,Keyword,City,Description,Remote,Seniority,Lang,Has_OFFICE_MANAGEMENT,Has_BÜROORGANISATION,Has_VERWALTUNG,Has_ASSISTENZ,Has_ADMINISTRATION,Has_TERMINPLANUNG,Has_KALENDER,Has_BUCHHALTUNG,Has_ACCOUNTING,Has_CUSTOMER,Has_EMPFANG,Has_REZEPTION,Has_POST,Has_ORGANISIEREN,Has_DOKUMENTATION,Has_BESTELLUNG,Has_TEAMASSISTENZ,Has_REISEPLANUNG,Has_ABRECHNUNG,Has_CONTROLLING,Has_EINKAUF,Has_EVENTS,Has_VERTRÄGE,Has_COMMUNICATIONS,Has_HR,Has_ONBOARDING,Has_FACILITY
Executive Coordinator,Ifrs Foundation,"Frankfurt, Hesse, Germany",https://de.linkedin.com/jobs/view/executive-coordinator-at-ifrs-foundation-4243648315?position=1&pageNum=0&refId=PCIXlL0CbL8CRvyxZxhucA%3D%3D&trackingId=hx5rQkSSENfGMf60evgE3w%3D%3D,Büroangestellter,Germany,"Location: Frankfurt, Germany Status: 18-Month Fixed Term Contract Reports to: Manager - Executive Coordinators Job Purpose: To provide support and executive assistance to the ISSB Senior Leadership team and the wider IFRS Foundation leadership teams as needed. Team: A team of executive coordinators work together to provide administrative support across the organisation. Each coordinator has specific responsibilities, which may change periodically, and coordinators will cover for each other during leave periods. The successful candidate should have a flexible attitude, be able to assume various tasks, and enjoy assisting others. The role requires flexibility, and attendance at the Frankfurt office is expected at least three days a week. Principal accountabilities Supporting Senior Stakeholders: Coordinating detailed and frequently changing national and international travel arrangements, including itinerary planning, securing visas and other travel documentation, arranging car/rail/flight/hotel bookings in accordance with IFRS Foundation travel policy. Supporting other teams and individuals with diary management, scheduling, travel, accommodation, and visa support. Setting up meetings as requested, supporting diary updates, and creating itineraries as required. Providing general administrative support, such as meeting support documentation, correspondence, and arranging dinners. Managing logistics for meetings, conference calls, and video conferences. Proactively managing diaries, offering solutions, and working across various time zones. Providing backup support to other executive coordinators as needed to meet deadlines, including working closely and covering for colleagues on their days off. Assisting with internal and external meetings to ensure conferences and meetings run smoothly. Undertaking ad hoc projects as required. Required skills And experience Previous experience supporting a senior team in an international environment and managing complex and frequently changing travel and meeting arrangements across time zones. Excellent organisational and administrative skills, with attention to detail and accuracy. Ability to work collegially with others and effectively engage with staff and stakeholders at all levels, both in-person and remotely. High level of autonomy, resourcefulness, and strong problem-solving skills. Ability to work flexibly, remain composed under pressure, respond to changes and conflicting demands constructively, and prioritise work appropriately. Excellent oral and written English language skills, with the ability to draft clear, succinct, and appropriate correspondence and documents. Proficiency in MS Office (Outlook, Word, Excel, and PowerPoint) is required. Preferred Document management. Application closing date : 11th July 2025 Please note that while we have a closing date for this application, we reserve the right to interview candidates and potentially close the role early should we find a suitable candidate before the closing date. Help shape the future of reporting for global financial markets The IFRS Foundation is a public interest, not-for profit organisation that sets corporate reporting standards for the capital markets globally. IFRS Accounting Standards are required for use by more than 140 countries whilst IFRS Sustainability Disclosure Standards are rapidly becoming the global baseline for sustainability disclosures worldwide. We are a highly diverse and inclusive organisation. Our 350+ staff come from more than 45+ different countries and are united in supporting the mission of the Foundation to bring transparency, accountability and efficiency to capital markets worldwide. With offices in London, Frankfurt, Montreal, Tokyo, Beijing and San Francisco, the Foundation is truly a global standard-setter. Show more Show less",True,senior,en,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Sekretariatsmitarbeiter,Universitätsklinikum Würzburg,"Würzburg, Bavaria, Germany",https://de.linkedin.com/jobs/view/sekretariatsmitarbeiter-m-w-d-at-universit%C3%A4tsklinikum-w%C3%BCrzburg-4265189929?position=3&pageNum=0&refId=PCIXlL0CbL8CRvyxZxhucA%3D%3D&trackingId=Vr%2FDBlzjqSB7Yf2XEn4OLw%3D%3D,Büroangestellter,Germany,"Wir bieten Ein vielseitiges und verantwortungsvolles Aufgabengebiet in einem freundlichen und aufgeschlossenen Team Attraktive Bezahlung nach TV-L inkl. Jahressonderzahlung Betriebliche Altersvorsorge Umfassende Betriebssportangebote: eigenes Gym (Trainingszeit: Mo-Fr 16:00 bis 8:00 Uhr; Sa-So 24h), Milonzirkel Eigene Betriebskindertagesstätte mit verlängerten Öffnungszeiten (5:30 – 18:00 Uhr) Breitgefächerte Fort- und Weiterbildung in der eigenen Akademie Verankert in unserem Leitbild stehen wir für Qualität, Innovation und Patientenzufriedenheit Überzeugen Sie sich von vielen weiteren Arbeitgebervorteilen ! Ihr Aufgabengebiet Organisation und Durchführung aller anfallenden Sekretariatsaufgaben Terminplanung und –koordination Erledigung der Korrespondenz sowie Unterlagenarchivierung Reiseplanung, -vorbereitung und -abrechnung Organisation von Kongressen und Veranstaltungen Terminvergabe für Patienten Schreiben von Entlassungs- und Ambulanzbriefen nach Diktat Abschluss der Krankendokumentation Ihr Profil eine abgeschlossene Ausbildung als Bürokauffrau/Bürokaufmann oder entsprechende Berufserfahrung gute EDV-Kenntnisse, insbesondere SAP und MS-Office-Programme Organisations-, Kommunikations- und Teamfähigkeit selbständige Arbeitsweise und Verantwortungsbewusstsein sicher in der deutschen Sprache und Rechtschreibung, gute Kenntnisse in der medizinischen Terminologie einschlägige Berufserfahrung im medizinischen Bereich wäre wünschenswert Darauf können Sie sich freuen Aus- und Weiterbildung in der eigenen Akademie Betriebliche Altersvorsorge Betriebssportangebote Betriebskindertagesstätte mit verlängerten Öffnungszeiten Sehr gutes Betriebsklima in einem hochmotivierten und kollegialen Team Anspruchsvolles, vielfältiges und entwicklungsfähiges Aufgabengebiet Attraktive Bezahlung nach TV-L inkl. Jahressonderzahlung Jobrad Werden Sie Teil des Teams: Jetzt bewerben! Beate Karl Direktionssekretärin Tel: +49931 201 72720 Die Vergütung erfolgt nach den einschlägigen Tarifverträgen. Schwerbehinderte Bewerber/-innen werden bei ansonsten im Wesentlichen gleicher Eignung bevorzugt eingestellt. Zurück Jetzt bewerben Show more Show less",False,other,de,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False
Executive Coordinator,Ifrs Foundation,"Frankfurt, Hesse, Germany",https://de.linkedin.com/jobs/view/executive-coordinator-at-ifrs-foundation-4243648315?position=1&pageNum=0&refId=hTcsYJCbD2DS9n%2BmBpFjfg%3D%3D&trackingId=TwxqnC3JDkQuMCxtItumUQ%3D%3D,Büroangestellter,Germany,"Location: Frankfurt, Germany Status: 18-Month Fixed Term Contract Reports to: Manager - Executive Coordinators Job Purpose: To provide support and executive assistance to the ISSB Senior Leadership team and the wider IFRS Foundation leadership teams as needed. Team: A team of executive coordinators work together to provide administrative support across the organisation. Each coordinator has specific responsibilities, which may change periodically, and coordinators will cover for each other during leave periods. The successful candidate should have a flexible attitude, be able to assume various tasks, and enjoy assisting others. The role requires flexibility, and attendance at the Frankfurt office is expected at least three days a week. Principal accountabilities Supporting Senior Stakeholders: Coordinating detailed and frequently changing national and international travel arrangements, including itinerary planning, securing visas and other travel documentation, arranging car/rail/flight/hotel bookings in accordance with IFRS Foundation travel policy. Supporting other teams and individuals with diary management, scheduling, travel, accommodation, and visa support. Setting up meetings as requested, supporting diary updates, and creating itineraries as required. Providing general administrative support, such as meeting support documentation, correspondence, and arranging dinners. Managing logistics for meetings, conference calls, and video conferences. Proactively managing diaries, offering solutions, and working across various time zones. Providing backup support to other executive coordinators as needed to meet deadlines, including working closely and covering for colleagues on their days off. Assisting with internal and external meetings to ensure conferences and meetings run smoothly. Undertaking ad hoc projects as required. Required skills And experience Previous experience supporting a senior team in an international environment and managing complex and frequently changing travel and meeting arrangements across time zones. Excellent organisational and administrative skills, with attention to detail and accuracy. Ability to work collegially with others and effectively engage with staff and stakeholders at all levels, both in-person and remotely. High level of autonomy, resourcefulness, and strong problem-solving skills. Ability to work flexibly, remain composed under pressure, respond to changes and conflicting demands constructively, and prioritise work appropriately. Excellent oral and written English language skills, with the ability to draft clear, succinct, and appropriate correspondence and documents. Proficiency in MS Office (Outlook, Word, Excel, and PowerPoint) is required. Preferred Document management. Application closing date : 11th July 2025 Please note that while we have a closing date for this application, we reserve the right to interview candidates and potentially close the role early should we find a suitable candidate before the closing date. Help shape the future of reporting for global financial markets The IFRS Foundation is a public interest, not-for profit organisation that sets corporate reporting standards for the capital markets globally. IFRS Accounting Standards are required for use by more than 140 countries whilst IFRS Sustainability Disclosure Standards are rapidly becoming the global baseline for sustainability disclosures worldwide. We are a highly diverse and inclusive organisation. Our 350+ staff come from more than 45+ different countries and are united in supporting the mission of the Foundation to bring transparency, accountability and efficiency to capital markets worldwide. With offices in London, Frankfurt, Montreal, Tokyo, Beijing and San Francisco, the Foundation is truly a global standard-setter. Show more Show less",True,senior,en,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Sekretariatsmitarbeiter,Universitätsklinikum Würzburg,"Würzburg, Bavaria, Germany",https://de.linkedin.com/jobs/view/sekretariatsmitarbeiter-m-w-d-at-universit%C3%A4tsklinikum-w%C3%BCrzburg-4265189929?position=3&pageNum=0&refId=hTcsYJCbD2DS9n%2BmBpFjfg%3D%3D&trackingId=j3l86HkJPjHDYxdtZdBvkw%3D%3D,Büroangestellter,Germany,"Wir bieten Ein vielseitiges und verantwortungsvolles Aufgabengebiet in einem freundlichen und aufgeschlossenen Team Attraktive Bezahlung nach TV-L inkl. Jahressonderzahlung Betriebliche Altersvorsorge Umfassende Betriebssportangebote: eigenes Gym (Trainingszeit: Mo-Fr 16:00 bis 8:00 Uhr; Sa-So 24h), Milonzirkel Eigene Betriebskindertagesstätte mit verlängerten Öffnungszeiten (5:30 – 18:00 Uhr) Breitgefächerte Fort- und Weiterbildung in der eigenen Akademie Verankert in unserem Leitbild stehen wir für Qualität, Innovation und Patientenzufriedenheit Überzeugen Sie sich von vielen weiteren Arbeitgebervorteilen ! Ihr Aufgabengebiet Organisation und Durchführung aller anfallenden Sekretariatsaufgaben Terminplanung und –koordination Erledigung der Korrespondenz sowie Unterlagenarchivierung Reiseplanung, -vorbereitung und -abrechnung Organisation von Kongressen und Veranstaltungen Terminvergabe für Patienten Schreiben von Entlassungs- und Ambulanzbriefen nach Diktat Abschluss der Krankendokumentation Ihr Profil eine abgeschlossene Ausbildung als Bürokauffrau/Bürokaufmann oder entsprechende Berufserfahrung gute EDV-Kenntnisse, insbesondere SAP und MS-Office-Programme Organisations-, Kommunikations- und Teamfähigkeit selbständige Arbeitsweise und Verantwortungsbewusstsein sicher in der deutschen Sprache und Rechtschreibung, gute Kenntnisse in der medizinischen Terminologie einschlägige Berufserfahrung im medizinischen Bereich wäre wünschenswert Darauf können Sie sich freuen Aus- und Weiterbildung in der eigenen Akademie Betriebliche Altersvorsorge Betriebssportangebote Betriebskindertagesstätte mit verlängerten Öffnungszeiten Sehr gutes Betriebsklima in einem hochmotivierten und kollegialen Team Anspruchsvolles, vielfältiges und entwicklungsfähiges Aufgabengebiet Attraktive Bezahlung nach TV-L inkl. Jahressonderzahlung Jobrad Werden Sie Teil des Teams: Jetzt bewerben! Beate Karl Direktionssekretärin Tel: +49931 201 72720 Die Vergütung erfolgt nach den einschlägigen Tarifverträgen. Schwerbehinderte Bewerber/-innen werden bei ansonsten im Wesentlichen gleicher Eignung bevorzugt eingestellt. Zurück Jetzt bewerben Show more Show less",False,other,de,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False
Executive Coordinator,Ifrs Foundation,"Frankfurt, Hesse, Germany",https://de.linkedin.com/jobs/view/executive-coordinator-at-ifrs-foundation-4243648315?position=1&pageNum=0&refId=kKxppAOY983YfUkg6osAsg%3D%3D&trackingId=2oPsHs5ZJs9opHzl8%2F0NKA%3D%3D,Büroangestellter,Germany,"Location: Frankfurt, Germany Status: 18-Month Fixed Term Contract Reports to: Manager - Executive Coordinators Job Purpose: To provide support and executive assistance to the ISSB Senior Leadership team and the wider IFRS Foundation leadership teams as needed. Team: A team of executive coordinators work together to provide administrative support across the organisation. Each coordinator has specific responsibilities, which may change periodically, and coordinators will cover for each other during leave periods. The successful candidate should have a flexible attitude, be able to assume various tasks, and enjoy assisting others. The role requires flexibility, and attendance at the Frankfurt office is expected at least three days a week. Principal accountabilities Supporting Senior Stakeholders: Coordinating detailed and frequently changing national and international travel arrangements, including itinerary planning, securing visas and other travel documentation, arranging car/rail/flight/hotel bookings in accordance with IFRS Foundation travel policy. Supporting other teams and individuals with diary management, scheduling, travel, accommodation, and visa support. Setting up meetings as requested, supporting diary updates, and creating itineraries as required. Providing general administrative support, such as meeting support documentation, correspondence, and arranging dinners. Managing logistics for meetings, conference calls, and video conferences. Proactively managing diaries, offering solutions, and working across various time zones. Providing backup support to other executive coordinators as needed to meet deadlines, including working closely and covering for colleagues on their days off. Assisting with internal and external meetings to ensure conferences and meetings run smoothly. Undertaking ad hoc projects as required. Required skills And experience Previous experience supporting a senior team in an international environment and managing complex and frequently changing travel and meeting arrangements across time zones. Excellent organisational and administrative skills, with attention to detail and accuracy. Ability to work collegially with others and effectively engage with staff and stakeholders at all levels, both in-person and remotely. High level of autonomy, resourcefulness, and strong problem-solving skills. Ability to work flexibly, remain composed under pressure, respond to changes and conflicting demands constructively, and prioritise work appropriately. Excellent oral and written English language skills, with the ability to draft clear, succinct, and appropriate correspondence and documents. Proficiency in MS Office (Outlook, Word, Excel, and PowerPoint) is required. Preferred Document management. Application closing date : 11th July 2025 Please note that while we have a closing date for this application, we reserve the right to interview candidates and potentially close the role early should we find a suitable candidate before the closing date. Help shape the future of reporting for global financial markets The IFRS Foundation is a public interest, not-for profit organisation that sets corporate reporting standards for the capital markets globally. IFRS Accounting Standards are required for use by more than 140 countries whilst IFRS Sustainability Disclosure Standards are rapidly becoming the global baseline for sustainability disclosures worldwide. We are a highly diverse and inclusive organisation. Our 350+ staff come from more than 45+ different countries and are united in supporting the mission of the Foundation to bring transparency, accountability and efficiency to capital markets worldwide. With offices in London, Frankfurt, Montreal, Tokyo, Beijing and San Francisco, the Foundation is truly a global standard-setter. Show more Show less",True,senior,en,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Sekretariatsmitarbeiter,Universitätsklinikum Würzburg,"Würzburg, Bavaria, Germany",https://de.linkedin.com/jobs/view/sekretariatsmitarbeiter-m-w-d-at-universit%C3%A4tsklinikum-w%C3%BCrzburg-4265189929?position=3&pageNum=0&refId=kKxppAOY983YfUkg6osAsg%3D%3D&trackingId=Ia1QwClHgEZ2X%2Fv4gX5z5g%3D%3D,Büroangestellter,Germany,"Wir bieten Ein vielseitiges und verantwortungsvolles Aufgabengebiet in einem freundlichen und aufgeschlossenen Team Attraktive Bezahlung nach TV-L inkl. Jahressonderzahlung Betriebliche Altersvorsorge Umfassende Betriebssportangebote: eigenes Gym (Trainingszeit: Mo-Fr 16:00 bis 8:00 Uhr; Sa-So 24h), Milonzirkel Eigene Betriebskindertagesstätte mit verlängerten Öffnungszeiten (5:30 – 18:00 Uhr) Breitgefächerte Fort- und Weiterbildung in der eigenen Akademie Verankert in unserem Leitbild stehen wir für Qualität, Innovation und Patientenzufriedenheit Überzeugen Sie sich von vielen weiteren Arbeitgebervorteilen ! Ihr Aufgabengebiet Organisation und Durchführung aller anfallenden Sekretariatsaufgaben Terminplanung und –koordination Erledigung der Korrespondenz sowie Unterlagenarchivierung Reiseplanung, -vorbereitung und -abrechnung Organisation von Kongressen und Veranstaltungen Terminvergabe für Patienten Schreiben von Entlassungs- und Ambulanzbriefen nach Diktat Abschluss der Krankendokumentation Ihr Profil eine abgeschlossene Ausbildung als Bürokauffrau/Bürokaufmann oder entsprechende Berufserfahrung gute EDV-Kenntnisse, insbesondere SAP und MS-Office-Programme Organisations-, Kommunikations- und Teamfähigkeit selbständige Arbeitsweise und Verantwortungsbewusstsein sicher in der deutschen Sprache und Rechtschreibung, gute Kenntnisse in der medizinischen Terminologie einschlägige Berufserfahrung im medizinischen Bereich wäre wünschenswert Darauf können Sie sich freuen Aus- und Weiterbildung in der eigenen Akademie Betriebliche Altersvorsorge Betriebssportangebote Betriebskindertagesstätte mit verlängerten Öffnungszeiten Sehr gutes Betriebsklima in einem hochmotivierten und kollegialen Team Anspruchsvolles, vielfältiges und entwicklungsfähiges Aufgabengebiet Attraktive Bezahlung nach TV-L inkl. Jahressonderzahlung Jobrad Werden Sie Teil des Teams: Jetzt bewerben! Beate Karl Direktionssekretärin Tel: +49931 201 72720 Die Vergütung erfolgt nach den einschlägigen Tarifverträgen. Schwerbehinderte Bewerber/-innen werden bei ansonsten im Wesentlichen gleicher Eignung bevorzugt eingestellt. Zurück Jetzt bewerben Show more Show less",False,other,de,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False
Executive Coordinator,Ifrs Foundation,"Frankfurt, Hesse, Germany",https://de.linkedin.com/jobs/view/executive-coordinator-at-ifrs-foundation-4243648315?position=1&pageNum=0&refId=fDvRIoVEbyijRWBpFzHjEw%3D%3D&trackingId=LiZUXqvUujaxEg0uwqZ29g%3D%3D,Büroangestellter,Germany,"Location: Frankfurt, Germany Status: 18-Month Fixed Term Contract Reports to: Manager - Executive Coordinators Job Purpose: To provide support and executive assistance to the ISSB Senior Leadership team and the wider IFRS Foundation leadership teams as needed. Team: A team of executive coordinators work together to provide administrative support across the organisation. Each coordinator has specific responsibilities, which may change periodically, and coordinators will cover for each other during leave periods. The successful candidate should have a flexible attitude, be able to assume various tasks, and enjoy assisting others. The role requires flexibility, and attendance at the Frankfurt office is expected at least three days a week. Principal accountabilities Supporting Senior Stakeholders: Coordinating detailed and frequently changing national and international travel arrangements, including itinerary planning, securing visas and other travel documentation, arranging car/rail/flight/hotel bookings in accordance with IFRS Foundation travel policy. Supporting other teams and individuals with diary management, scheduling, travel, accommodation, and visa support. Setting up meetings as requested, supporting diary updates, and creating itineraries as required. Providing general administrative support, such as meeting support documentation, correspondence, and arranging dinners. Managing logistics for meetings, conference calls, and video conferences. Proactively managing diaries, offering solutions, and working across various time zones. Providing backup support to other executive coordinators as needed to meet deadlines, including working closely and covering for colleagues on their days off. Assisting with internal and external meetings to ensure conferences and meetings run smoothly. Undertaking ad hoc projects as required. Required skills And experience Previous experience supporting a senior team in an international environment and managing complex and frequently changing travel and meeting arrangements across time zones. Excellent organisational and administrative skills, with attention to detail and accuracy. Ability to work collegially with others and effectively engage with staff and stakeholders at all levels, both in-person and remotely. High level of autonomy, resourcefulness, and strong problem-solving skills. Ability to work flexibly, remain composed under pressure, respond to changes and conflicting demands constructively, and prioritise work appropriately. Excellent oral and written English language skills, with the ability to draft clear, succinct, and appropriate correspondence and documents. Proficiency in MS Office (Outlook, Word, Excel, and PowerPoint) is required. Preferred Document management. Application closing date : 11th July 2025 Please note that while we have a closing date for this application, we reserve the right to interview candidates and potentially close the role early should we find a suitable candidate before the closing date. Help shape the future of reporting for global financial markets The IFRS Foundation is a public interest, not-for profit organisation that sets corporate reporting standards for the capital markets globally. IFRS Accounting Standards are required for use by more than 140 countries whilst IFRS Sustainability Disclosure Standards are rapidly becoming the global baseline for sustainability disclosures worldwide. We are a highly diverse and inclusive organisation. Our 350+ staff come from more than 45+ different countries and are united in supporting the mission of the Foundation to bring transparency, accountability and efficiency to capital markets worldwide. With offices in London, Frankfurt, Montreal, Tokyo, Beijing and San Francisco, the Foundation is truly a global standard-setter. Show more Show less",True,senior,en,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Sekretariatsmitarbeiter,Universitätsklinikum Würzburg,"Würzburg, Bavaria, Germany",https://de.linkedin.com/jobs/view/sekretariatsmitarbeiter-m-w-d-at-universit%C3%A4tsklinikum-w%C3%BCrzburg-4265189929?position=3&pageNum=0&refId=fDvRIoVEbyijRWBpFzHjEw%3D%3D&trackingId=5cQ2qk0p6ONzRfUMlMj01g%3D%3D,Büroangestellter,Germany,"Wir bieten Ein vielseitiges und verantwortungsvolles Aufgabengebiet in einem freundlichen und aufgeschlossenen Team Attraktive Bezahlung nach TV-L inkl. Jahressonderzahlung Betriebliche Altersvorsorge Umfassende Betriebssportangebote: eigenes Gym (Trainingszeit: Mo-Fr 16:00 bis 8:00 Uhr; Sa-So 24h), Milonzirkel Eigene Betriebskindertagesstätte mit verlängerten Öffnungszeiten (5:30 – 18:00 Uhr) Breitgefächerte Fort- und Weiterbildung in der eigenen Akademie Verankert in unserem Leitbild stehen wir für Qualität, Innovation und Patientenzufriedenheit Überzeugen Sie sich von vielen weiteren Arbeitgebervorteilen ! Ihr Aufgabengebiet Organisation und Durchführung aller anfallenden Sekretariatsaufgaben Terminplanung und –koordination Erledigung der Korrespondenz sowie Unterlagenarchivierung Reiseplanung, -vorbereitung und -abrechnung Organisation von Kongressen und Veranstaltungen Terminvergabe für Patienten Schreiben von Entlassungs- und Ambulanzbriefen nach Diktat Abschluss der Krankendokumentation Ihr Profil eine abgeschlossene Ausbildung als Bürokauffrau/Bürokaufmann oder entsprechende Berufserfahrung gute EDV-Kenntnisse, insbesondere SAP und MS-Office-Programme Organisations-, Kommunikations- und Teamfähigkeit selbständige Arbeitsweise und Verantwortungsbewusstsein sicher in der deutschen Sprache und Rechtschreibung, gute Kenntnisse in der medizinischen Terminologie einschlägige Berufserfahrung im medizinischen Bereich wäre wünschenswert Darauf können Sie sich freuen Aus- und Weiterbildung in der eigenen Akademie Betriebliche Altersvorsorge Betriebssportangebote Betriebskindertagesstätte mit verlängerten Öffnungszeiten Sehr gutes Betriebsklima in einem hochmotivierten und kollegialen Team Anspruchsvolles, vielfältiges und entwicklungsfähiges Aufgabengebiet Attraktive Bezahlung nach TV-L inkl. Jahressonderzahlung Jobrad Werden Sie Teil des Teams: Jetzt bewerben! Beate Karl Direktionssekretärin Tel: +49931 201 72720 Die Vergütung erfolgt nach den einschlägigen Tarifverträgen. Schwerbehinderte Bewerber/-innen werden bei ansonsten im Wesentlichen gleicher Eignung bevorzugt eingestellt. Zurück Jetzt bewerben Show more Show less",False,other,de,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False
Executive Coordinator,Ifrs Foundation,"Frankfurt, Hesse, Germany",https://de.linkedin.com/jobs/view/executive-coordinator-at-ifrs-foundation-4243648315?position=1&pageNum=0&refId=A19SbqeFwuScddeje4U5mw%3D%3D&trackingId=uuFXrgbzvHxpzRum%2FNbROw%3D%3D,Büroangestellter,Germany,"Location: Frankfurt, Germany Status: 18-Month Fixed Term Contract Reports to: Manager - Executive Coordinators Job Purpose: To provide support and executive assistance to the ISSB Senior Leadership team and the wider IFRS Foundation leadership teams as needed. Team: A team of executive coordinators work together to provide administrative support across the organisation. Each coordinator has specific responsibilities, which may change periodically, and coordinators will cover for each other during leave periods. The successful candidate should have a flexible attitude, be able to assume various tasks, and enjoy assisting others. The role requires flexibility, and attendance at the Frankfurt office is expected at least three days a week. Principal accountabilities Supporting Senior Stakeholders: Coordinating detailed and frequently changing national and international travel arrangements, including itinerary planning, securing visas and other travel documentation, arranging car/rail/flight/hotel bookings in accordance with IFRS Foundation travel policy. Supporting other teams and individuals with diary management, scheduling, travel, accommodation, and visa support. Setting up meetings as requested, supporting diary updates, and creating itineraries as required. Providing general administrative support, such as meeting support documentation, correspondence, and arranging dinners. Managing logistics for meetings, conference calls, and video conferences. Proactively managing diaries, offering solutions, and working across various time zones. Providing backup support to other executive coordinators as needed to meet deadlines, including working closely and covering for colleagues on their days off. Assisting with internal and external meetings to ensure conferences and meetings run smoothly. Undertaking ad hoc projects as required. Required skills And experience Previous experience supporting a senior team in an international environment and managing complex and frequently changing travel and meeting arrangements across time zones. Excellent organisational and administrative skills, with attention to detail and accuracy. Ability to work collegially with others and effectively engage with staff and stakeholders at all levels, both in-person and remotely. High level of autonomy, resourcefulness, and strong problem-solving skills. Ability to work flexibly, remain composed under pressure, respond to changes and conflicting demands constructively, and prioritise work appropriately. Excellent oral and written English language skills, with the ability to draft clear, succinct, and appropriate correspondence and documents. Proficiency in MS Office (Outlook, Word, Excel, and PowerPoint) is required. Preferred Document management. Application closing date : 11th July 2025 Please note that while we have a closing date for this application, we reserve the right to interview candidates and potentially close the role early should we find a suitable candidate before the closing date. Help shape the future of reporting for global financial markets The IFRS Foundation is a public interest, not-for profit organisation that sets corporate reporting standards for the capital markets globally. IFRS Accounting Standards are required for use by more than 140 countries whilst IFRS Sustainability Disclosure Standards are rapidly becoming the global baseline for sustainability disclosures worldwide. We are a highly diverse and inclusive organisation. Our 350+ staff come from more than 45+ different countries and are united in supporting the mission of the Foundation to bring transparency, accountability and efficiency to capital markets worldwide. With offices in London, Frankfurt, Montreal, Tokyo, Beijing and San Francisco, the Foundation is truly a global standard-setter. Show more Show less",True,senior,en,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Sekretariatsmitarbeiter,Universitätsklinikum Würzburg,"Würzburg, Bavaria, Germany",https://de.linkedin.com/jobs/view/sekretariatsmitarbeiter-m-w-d-at-universit%C3%A4tsklinikum-w%C3%BCrzburg-4265189929?position=3&pageNum=0&refId=A19SbqeFwuScddeje4U5mw%3D%3D&trackingId=6CGA4ysGK7n8EJB4hQaOOA%3D%3D,Büroangestellter,Germany,"Wir bieten Ein vielseitiges und verantwortungsvolles Aufgabengebiet in einem freundlichen und aufgeschlossenen Team Attraktive Bezahlung nach TV-L inkl. Jahressonderzahlung Betriebliche Altersvorsorge Umfassende Betriebssportangebote: eigenes Gym (Trainingszeit: Mo-Fr 16:00 bis 8:00 Uhr; Sa-So 24h), Milonzirkel Eigene Betriebskindertagesstätte mit verlängerten Öffnungszeiten (5:30 – 18:00 Uhr) Breitgefächerte Fort- und Weiterbildung in der eigenen Akademie Verankert in unserem Leitbild stehen wir für Qualität, Innovation und Patientenzufriedenheit Überzeugen Sie sich von vielen weiteren Arbeitgebervorteilen ! Ihr Aufgabengebiet Organisation und Durchführung aller anfallenden Sekretariatsaufgaben Terminplanung und –koordination Erledigung der Korrespondenz sowie Unterlagenarchivierung Reiseplanung, -vorbereitung und -abrechnung Organisation von Kongressen und Veranstaltungen Terminvergabe für Patienten Schreiben von Entlassungs- und Ambulanzbriefen nach Diktat Abschluss der Krankendokumentation Ihr Profil eine abgeschlossene Ausbildung als Bürokauffrau/Bürokaufmann oder entsprechende Berufserfahrung gute EDV-Kenntnisse, insbesondere SAP und MS-Office-Programme Organisations-, Kommunikations- und Teamfähigkeit selbständige Arbeitsweise und Verantwortungsbewusstsein sicher in der deutschen Sprache und Rechtschreibung, gute Kenntnisse in der medizinischen Terminologie einschlägige Berufserfahrung im medizinischen Bereich wäre wünschenswert Darauf können Sie sich freuen Aus- und Weiterbildung in der eigenen Akademie Betriebliche Altersvorsorge Betriebssportangebote Betriebskindertagesstätte mit verlängerten Öffnungszeiten Sehr gutes Betriebsklima in einem hochmotivierten und kollegialen Team Anspruchsvolles, vielfältiges und entwicklungsfähiges Aufgabengebiet Attraktive Bezahlung nach TV-L inkl. Jahressonderzahlung Jobrad Werden Sie Teil des Teams: Jetzt bewerben! Beate Karl Direktionssekretärin Tel: +49931 201 72720 Die Vergütung erfolgt nach den einschlägigen Tarifverträgen. Schwerbehinderte Bewerber/-innen werden bei ansonsten im Wesentlichen gleicher Eignung bevorzugt eingestellt. Zurück Jetzt bewerben Show more Show less",False,other,de,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False
